DEPARTAMENTO_CIRCUNSCRICAO,SECCIONAL_CIRCUNSCRICAO,MUNICIPIO_CIRCUNSCRICAO,DP_CIRCUNSCRICAO ,HD,Nº DE VÍT HD,ID_DELEGACIA,MÊS ESTATISTICA,ANO ESTATISTICA,DATAHORA_REGISTRO_BO,NUM_BO,ANO_BO,MUNICIPIO_ELABORACAO,DP_ELABORACAO,SEC_ELABORACAO,DEP_ELABORACAO,DATA_FATO,HORA_FATO,DESC_TIPOLOCAL,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,TIPO_PESSOA,SEXO_PESSOA,IDADE_PESSOA,DATA_NASCIMENTO_PESSOA,COR_PELE,PROFISSAO,NATUREZA_APURADA,DESDOBRAMENTO
DEINTER 4,SEC Lins,Cafelândia,DM - Cafelândia,1,1,60301,10,2018,10/13/2018,726,2018,CAFELANDIA,DEL.POL.CAFELÂNDIA,DEL.SEC.LINS,DEINTER 4 - BAURU,10/13/2018,11:32:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,35,9/9/1983,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,São Roque,DM - São Roque,1,1,120514,10,2018,10/3/2018,2841,2018,S.ROQUE,DEL.POL.SÃO ROQUE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,10/3/2018,DE MADRUGADA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,13,11/5/2004,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Sorocaba,002 DP - Sorocaba,1,1,120607,10,2018,10/27/2018,15484,2018,SOROCABA,PLANTÃO DE SOROCABA - Z. NORTE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,10/26/2018,12:02:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,7/11/1974,Branca,EMPRESARIO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 7,SEC Sorocaba,Sorocaba,002 DP - Sorocaba,1,1,120607,10,2018,10/28/2018,15535,2018,SOROCABA,PLANTÃO DE SOROCABA - Z. NORTE,DEL.SEC.SOROCABA,DEINTER 7 - SOROCABA,10/27/2018,10:10:00 PM,Via pública,RUA ANTONIO PAES,50,-23.5083978659999,-47.417663477,Vítima,Feminino,17,2/18/2001,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC Americana,Americana,001 DP - Americana,1,1,70372,10,2018,10/22/2018,115,2018,AMERICANA,DEL.INV.GER. AMERICANA,DEL.SEC.AMERICANA,DEINTER 9 - PIRACICABA,10/22/2018,PELA MANHÃ,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,6/18/1978,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 9,SEC São João Boa Vista,São João da Boa Vista,003 DP - São João da Boa Vista,1,1,70700,10,2018,10/17/2018,4858,2018,S.JOAO DA BOA VISTA,DEL.SEC.S.JOAO DA BOA VISTA,DEL.SEC.S.JOÃO DA BOA VISTA,DEINTER 9 - PIRACICABA,10/17/2018,09:37:00 AM,Via pública,RUA LUCINA R VASCONCELOS,20,-21.9644132048846,-46.807285389923,Vítima,Feminino,34,12/27/1983,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Guarulhos,Guarulhos,004 DP - Guarulhos,1,1,30212,10,2018,10/14/2018,6740,2018,GUARULHOS,04º D.P. GUARULHOS,DEL.SEC.GUARULHOS,DEMACRO,10/14/2018,02:38:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,8/31/1996,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,6ª SEC,São Paulo,100 DP - Jardim Herculano,1,1,10247,11,2018,11/2/2018,9548,2018,S.PAULO,47º D.P. CAPAO REDONDO,DEL.SEC.6º SANTO AMARO,DECAP,11/2/2018,06:00:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,2/19/1978,Parda,FAXINEIRO(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 1,SEC São José Campos,Caçapava,DM - Caçapava,1,1,130323,11,2018,11/1/2018,3608,2018,CACAPAVA,DEL.POL.CAÇAPAVA,DEL.SEC.S.JOSÉ DOS CAMPOS,DEINTER 1 - SAO JOSE DOS CAMPOS,11/1/2018,05:15:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,44,5/7/1974,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,011 DP - Campinas,1,1,70005,11,2018,11/26/2018,86,2018,CAMPINAS,01ª DEL. SEC. CAMPINAS - SHPP,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,11/26/2018,08:55:00 AM,Area não ocupada,RUA DOUTOR DANTE ERBOLATO,786,-22.9384795303761,-47.1406455525322,Vítima,Feminino,48,4/23/1970,Branca,OPERADOR DE MAQUINA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,SEC Mogi-Guaçu,Itapira,DM - Itapira,1,1,70313,11,2018,11/18/2018,3441,2018,ITAPIRA,DEL.POL.ITAPIRA,DEL.SEC.MOGI GUAÇU,DEINTER 2 - CAMPINAS,11/17/2018,06:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,22,6/26/1996,Parda,AUXILIAR DE PRODUCAO,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC São José Rio Preto,Icém,DM - Icém,1,1,110409,11,2018,11/18/2018,324,2018,ICEM,DEL.POL.ICÉM,DEL.SEC.S.JOSE DO RIO PRETO,DEINTER 5 - SAO JOSE DO RIO PRETO,11/18/2018,11:30:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,32,1/13/1986,Branca,TECNICO EM ENFERMAGEM,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 6,SEC Registro,Miracatu,DM - Miracatú,1,1,40106,11,2018,11/6/2018,1290,2018,MIRACATU,DEL.POL.MIRACATU,DEL.SEC.REGISTRO,DEINTER 6 - SANTOS,11/6/2018,EM HORA INCERTA,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,34,9/14/1984,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Presidente Prudente,Álvares Machado,DM - Álvares Machado,1,1,90202,11,2018,11/11/2018,1295,2018,ALVARES MACHADO,DEL.POL.ALVARES MACHADO,DEL.SEC.PRESIDENTE PRUDENTE,DEINTER 8 - PRESIDENTE PRUDENTE,11/10/2018,09:38:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,48,4/11/1970,Parda,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 8,SEC Presidente Prudente,Presidente Prudente,001 DP - Presidente Prudente,1,1,90222,11,2018,11/13/2018,1084,2018,PRESIDENTE PRUDENTE,DDM PRES. PRUDENTE,DEL.SEC.PRESIDENTE PRUDENTE,DEINTER 8 - PRESIDENTE PRUDENTE,11/12/2018,09:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,51,8/18/1967,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,008 DP - Osasco,1,1,30418,11,2018,11/17/2018,8670,2018,OSASCO,05º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,11/17/2018,01:33:00 PM,Condominio Comercial,AVENIDA JOÃO DE ANDRADE,1754,-23.5608377090068,-46.7989343478566,Vítima,Feminino,27,9/3/1991,Parda,CAIXA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,023 DP - Perdizes,1,1,20113,12,2018,12/30/2018,10514,2018,S.PAULO,13º D.P. CASA VERDE,DEL.SEC.4º NORTE,DECAP,12/29/2018,10:30:00 PM,Favela,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,28,6/11/1990,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,3ª SEC,São Paulo,046 DP - Perus,1,1,10337,12,2018,12/5/2018,4916,2018,S.PAULO,74º D.P. PARADA TAIPAS,DEL.SEC.4º NORTE,DECAP,12/4/2018,06:00:00 PM,Comércio e serviços,RUA FRIEDRICH VON VOITH,2900,-23.42914388,-46.74525426,Vítima,Feminino,21,4/20/1997,Parda,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DECAP,8ª SEC,São Paulo,070 DP - Vila Ema,1,1,10362,12,2018,12/2/2018,11135,2018,S.PAULO,69º D.P. TEOTONIO VILELA,DEL.SEC.8º SAO MATEUS,DECAP,12/2/2018,06:51:00 AM,Via pública,RUA TOME DA ROCHA,89,-23.6183697543673,-46.5127785812653,Vítima,Feminino,20,10/7/1998,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,1ª Seccional Campinas,Campinas,007 DP - Campinas,1,1,70005,12,2018,12/17/2018,98,2018,CAMPINAS,01ª DEL. SEC. CAMPINAS - SHPP,DEL.SEC.1º CAMPINAS,DEINTER 2 - CAMPINAS,12/17/2018,08:00:00 AM,Via pública,RUA ORLANDO DE OLIVEIRA,500,-22.849692906,-47.1169010679999,Vítima,Feminino,41,1/20/1977,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 2,2ª Seccional Campinas,Campinas,011 DP - Campinas,1,1,70942,12,2018,12/27/2018,9682,2018,CAMPINAS,DEL.SEC.2ª CAMPINAS-PLANTÃO,DEL.SEC.2º CAMPINAS,DEINTER 2 - CAMPINAS,12/26/2018,07:39:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,40,6/30/1978,Branca,BALCONISTA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Bebedouro,Bebedouro,002 DP - Bebedouro,1,1,100912,12,2018,12/29/2018,4985,2018,BEBEDOURO,DEL.POL.PLANTÃO BEBEDOURO,DEL.SEC.BEBEDOURO,DEINTER 3 - RIBEIRAO PRETO,12/29/2018,04:00:00 PM,Via pública,RUA AUGUSTO GARIBALDE,310,-20.9281820483052,-48.4741565494315,Vítima,Feminino,14,5/1/2004,Branca,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 3,SEC Ribeirão Preto,Ribeirão Preto,005 DP - Ribeirão Preto,1,1,100919,12,2018,12/17/2018,27933,2018,RIBEIRAO PRETO,CPJ RIBEIRAO PRETO,DEL.SEC.RIBEIRAO PRETO,DEINTER 3 - RIBEIRAO PRETO,12/16/2018,11:20:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,33,3/4/1985,Branca,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Bauru,Bauru,003 DP - Bauru,1,1,60404,12,2018,12/31/2018,29551,2018,BAURU,CPJ BAURU,DEL.SEC.BAURU,DEINTER 4 - BAURU,12/31/2018,03:30:00 PM,Via pública,RUA ARAÚJO LEITE,0,-22.321655408,-49.0692080549999,Vítima,Feminino,37,7/9/1981,Branca,VENDEDOR(A),HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Jaú,Jaú,001 DP - Jaú,1,1,60406,12,2018,12/4/2018,7128,2018,JAU,CPJ JAU,DEL.SEC.JAU,DEINTER 4 - BAURU,12/4/2018,05:24:00 PM,Unidade rural,AVENIDA JOÃO LORENZON,1,-22.306374719,-48.5829676,Vítima,Feminino,22,2/8/1996,Branca,NULL,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 4,SEC Marília,Vera Cruz,DM - Vera Cruz,1,1,80215,12,2018,12/1/2018,557,2018,VERA CRUZ,DEL.POL.VERA CRUZ,DEL.SEC.MARILIA,DEINTER 4 - BAURU,11/30/2018,11:30:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,18,3/4/2000,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEINTER 5,SEC Votuporanga,Votuporanga,003 DP - Votuporanga,1,1,110711,12,2018,12/25/2018,2500,2018,VOTUPORANGA,DEL.SEC.VOTUPORANGA PLANTÃO,DEL.SEC.VOTUPORANGA,DEINTER 5 - SAO JOSE DO RIO PRETO,12/25/2018,09:23:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,29,12/11/1989,Branca,AUXILIAR DE COZINHA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Diadema,Diadema,003 DP - Diadema,1,1,30127,12,2018,12/1/2018,5475,2018,DIADEMA,03º D.P. DIADEMA,DEL.SEC.DIADEMA,DEMACRO,12/1/2018,02:35:00 PM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,23,3/2/1995,Parda,ESTUDANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Mogi das Cruzes,Ferraz de Vasconcelos,DM - Ferraz de Vasconcelos,1,1,30302,12,2018,12/4/2018,4578,2018,FERRAZ DE VASCONCELOS,DEL.POL.FERRAZ DE VASCONCELOS,DEL.SEC.MOGI DAS CRUZES,DEMACRO,12/4/2018,07:00:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,31,12/23/1986,Branca,COMERCIANTE,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Osasco,Osasco,003 DP - Osasco,1,1,30413,12,2018,12/12/2018,1740,2018,OSASCO,03º D.P. OSASCO,DEL.SEC.OSASCO,DEMACRO,12/12/2018,10:50:00 AM,Residência,DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS ,,,,Vítima,Feminino,51,3/8/1967,Parda,PRENDAS DOMESTICAS,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
DEMACRO,SEC Santo André,Ribeirão Pires,DM - Ribeirão Pires,1,1,30117,12,2018,12/26/2018,4723,2018,RIBEIRAO PIRES,DEL.POL.RPIRES DR.EVANDRO LIMA,DEL.SEC.SANTO ANDRÉ,DEMACRO,12/24/2018,04:30:00 PM,Via pública,RUA ANTÔNIO SIQUEIRA,451,-23.6885078309755,-46.3497572998438,Vítima,Feminino,51,12/26/1966,Branca,NAO INFORMADA,HOMICÍDIO DOLOSO,Feminicídio-contra a mulher por razões da condição de sexo feminino
